JobTicketReference,JobTicketLineReference,WorksOrderReference,AppointmentReference,PropertiesSK,EmployeesSK,PatchCode,JobSORCode,NoAccess,FollowOn,FollowOnDescription,FirstTimeFix,SecondTimeFix,AccessedVisitNumber,ActualStartDate,ActualEndDate,ActualDurationMins,JobInvoicedCost,VisitOutcome
JT11000662,JT11000662-1,WO700567,AP9000662,5151,1008,CSP2,PCPLAST,N,N,,Y,N,1,2026-04-01T07:58:00,2026-04-01T09:06:00,68,202.58,Completed
JT11000663,JT11000663-1,WO700568,AP9000663,5145,1009,CSP2,PCELEC,N,N,,Y,N,1,2026-04-01T11:57:00,2026-04-01T13:27:00,90,245.09,Completed
JT11000664,JT11000664-1,WO700569,AP9000664,5192,1008,CSP2,PCCARP,N,N,,Y,N,1,2026-04-01T08:18:00,2026-04-01T09:42:00,84,173.30,Completed
JT11000665,JT11000665-1,WO700570,AP9000665,5180,1007,CSP2,PCTILE,N,N,,Y,N,1,2026-04-01T08:16:00,2026-04-01T08:42:00,26,167.94,Completed
JT11000666,JT11000666-1,WO700571,AP9000666,5156,1006,CSP2,PCVINYL,N,N,,Y,N,1,2026-04-01T07:56:00,2026-04-01T09:42:00,106,278.15,Completed
JT11000667,JT11000667-1,WO700572,AP9000667,5192,1008,CSP2,PCELEC,N,N,,Y,N,1,2026-04-01T07:58:00,2026-04-01T08:42:00,44,230.50,Completed
JT11000668,JT11000668-1,WO700573,AP9000668,5252,1012,CSP4,PCCARP,N,N,,Y,N,1,2026-04-01T08:04:00,2026-04-01T09:39:00,95,148.66,Completed
JT11000669,JT11000669-1,WO700575,AP9000669,5219,1014,CSP4,PCPLAST,N,N,,Y,N,1,2026-04-01T08:13:00,2026-04-01T09:12:00,59,188.83,Completed
JT11000670,JT11000670-1,WO700576,AP9000670,5241,1011,CSP4,PCBRICK,N,N,,Y,N,1,2026-04-01T08:07:00,2026-04-01T08:39:00,32,253.70,Completed
JT11000671,JT11000671-1,WO700577,AP9000671,5245,1013,CSP4,PCCARP,Y,N,,N,N,1,2026-04-01T08:12:00,2026-04-01T09:52:00,100,94.79,No Access
JT11000672,JT11000672-1,WO700577,AP9000672,5245,1013,CSP4,PCCARP,N,N,,Y,Y,2,2026-04-03T12:02:00,2026-04-03T12:57:00,55,94.79,Completed
JT11000673,JT11000673-1,WO700578,AP9000673,5248,1011,CSP4,PCGROUND,N,N,,Y,N,1,2026-04-01T08:18:00,2026-04-01T09:36:00,78,347.14,Completed
JT11000674,JT11000674-1,WO700579,AP9000674,5204,1014,CSP4,PCTILE,N,N,,Y,N,1,2026-04-01T12:18:00,2026-04-01T13:22:00,64,185.74,Completed
JT11000675,JT11000675-1,WO700580,AP9000675,5270,1014,CSP4,PCTILE,N,N,,Y,N,1,2026-04-01T11:56:00,2026-04-01T13:32:00,96,141.08,Completed
JT11000676,JT11000676-1,WO700582,AP9000676,5293,1011,CSP4,PCELEC,Y,N,,N,N,1,2026-04-01T07:57:00,2026-04-01T09:11:00,74,147.02,No Access
JT11000677,JT11000677-1,WO700582,AP9000677,5293,1011,CSP4,PCELEC,N,N,,Y,Y,2,2026-04-03T08:15:00,2026-04-03T09:36:00,81,147.02,Completed
JT11000678,JT11000678-1,WO700583,AP9000678,5259,1012,CSP4,PCVINYL,N,N,,Y,N,1,2026-04-01T08:09:00,2026-04-01T09:00:00,51,206.09,Completed
JT11000679,JT11000679-1,WO700584,AP9000679,5224,1014,CSP4,PCVINYL,N,Y,Follow on weather conditions,N,N,1,2026-04-01T12:00:00,2026-04-01T12:53:00,53,94.76,Completed
JT11000680,JT11000680-1,WO700584,AP9000680,5224,1014,CSP4,PCVINYL,N,N,,Y,Y,2,2026-04-03T07:56:00,2026-04-03T09:18:00,82,94.76,Completed
JT11000681,JT11000681-1,WO700585,AP9000681,5274,1012,CSP4,PCFENCE,N,N,,Y,N,1,2026-04-01T08:15:00,2026-04-01T09:31:00,76,256.29,Completed
JT11000682,JT11000682-1,WO700586,AP9000682,5289,1014,CSP4,PCCARP,N,N,,Y,N,1,2026-04-01T07:53:00,2026-04-01T09:21:00,88,182.86,Completed
JT11000683,JT11000683-1,WO700587,AP9000683,5212,1011,CSP4,PCTILE,N,N,,Y,N,1,2026-04-01T07:50:00,2026-04-01T09:08:00,78,179.23,Completed
JT11000684,JT11000684-1,WO700588,AP9000684,5240,1011,CSP4,PCPLUMB,N,N,,Y,N,1,2026-04-01T08:12:00,2026-04-01T09:45:00,93,250.07,Completed
JT11000685,JT11000685-1,WO700589,AP9000685,5294,1014,CSP4,PCFENCE,N,N,,Y,N,1,2026-04-01T12:01:00,2026-04-01T13:19:00,78,293.11,Completed
JT11000686,JT11000686-1,WO700590,AP9000686,5296,1012,CSP4,PCBRICK,Y,N,,N,N,1,2026-04-01T12:09:00,2026-04-01T13:22:00,73,132.53,No Access
JT11000687,JT11000687-1,WO700590,AP9000687,5296,1012,CSP4,PCBRICK,N,N,,Y,Y,2,2026-04-03T08:01:00,2026-04-03T09:16:00,75,132.53,Completed
JT11000688,JT11000688-1,WO700591,AP9000688,5285,1011,CSP4,PCBRICK,N,Y,Warning risk / Warning vulnerable,N,N,1,2026-04-01T07:58:00,2026-04-01T08:51:00,53,161.44,Completed
JT11000689,JT11000689-1,WO700591,AP9000689,5285,1011,CSP4,PCBRICK,N,N,,Y,Y,2,2026-04-03T11:56:00,2026-04-03T14:06:00,130,161.44,Completed
JT11000690,JT11000690-1,WO700592,AP9000690,5236,1012,CSP4,PCBRICK,N,N,,Y,N,1,2026-04-01T08:08:00,2026-04-01T09:43:00,95,322.50,Completed
JT11000691,JT11000691-1,WO700593,AP9000691,5276,1013,CSP4,PCPLAST,N,N,,Y,N,1,2026-04-01T11:55:00,2026-04-01T13:11:00,76,255.78,Completed
JT11000692,JT11000692-1,WO700594,AP9000692,5268,1012,CSP4,PCPLUMB,N,N,,Y,N,1,2026-04-01T07:54:00,2026-04-01T09:26:00,92,194.68,Completed
JT11000693,JT11000693-1,WO700595,AP9000693,5097,1004,CSP1,PCVINYL,N,N,,Y,N,1,2026-04-02T08:20:00,2026-04-02T10:07:00,107,196.31,Completed
JT11000694,JT11000694-1,WO700596,AP9000694,5045,1001,CSP1,PCPLUMB,N,N,,Y,N,1,2026-04-02T08:04:00,2026-04-02T09:13:00,69,255.63,Completed
JT11000695,JT11000695-1,WO700597,AP9000695,5061,1002,CSP1,PCGROUND,N,N,,Y,N,1,2026-04-02T08:15:00,2026-04-02T09:35:00,80,416.57,Completed
JT11000696,JT11000696-1,WO700598,AP9000696,5002,1004,CSP1,PCBRICK,N,N,,Y,N,1,2026-04-02T08:03:00,2026-04-02T09:24:00,81,384.86,Completed
JT11000697,JT11000697-1,WO700599,AP9000697,5013,1003,CSP1,PCGROUND,N,Y,Specialist equipment required,N,N,1,2026-04-02T08:18:00,2026-04-02T08:50:00,32,170.69,Completed
JT11000698,JT11000698-1,WO700599,AP9000698,5013,1003,CSP1,PCGROUND,N,N,,Y,Y,2,2026-04-06T08:16:00,2026-04-06T09:41:00,85,170.69,Completed
JT11000699,JT11000699-1,WO700600,AP9000699,5035,1004,CSP1,PCBRICK,N,Y,Planned referral required,N,N,1,2026-04-02T12:16:00,2026-04-02T13:01:00,45,191.34,Completed
JT11000700,JT11000700-1,WO700600,AP9000700,5035,1004,CSP1,PCBRICK,N,N,,Y,Y,2,2026-04-06T08:19:00,2026-04-06T09:51:00,92,191.34,Completed
JT11000701,JT11000701-1,WO700602,AP9000701,5009,1003,CSP1,PCPLUMB,Y,N,,N,N,1,2026-04-02T08:02:00,2026-04-02T08:57:00,55,125.06,No Access
JT11000702,JT11000702-1,WO700602,AP9000702,5009,1003,CSP1,PCPLUMB,N,N,,Y,Y,2,2026-04-06T08:17:00,2026-04-06T09:56:00,99,125.06,Completed
JT11000703,JT11000703-1,WO700603,AP9000703,5025,1002,CSP1,PCPLUMB,N,Y,Warning risk / Warning vulnerable,N,N,1,2026-04-02T08:05:00,2026-04-02T09:37:00,92,85.83,Completed
JT11000704,JT11000704-1,WO700603,AP9000704,5025,1002,CSP1,PCPLUMB,N,N,,Y,Y,2,2026-04-06T07:55:00,2026-04-06T09:33:00,98,85.83,Completed
JT11000705,JT11000705-1,WO700604,AP9000705,5082,1001,CSP1,PCCARP,N,N,,Y,N,1,2026-04-02T08:15:00,2026-04-02T09:20:00,65,214.50,Completed
JT11000706,JT11000706-1,WO700605,AP9000706,5073,1003,CSP1,PCPLAST,N,N,,Y,N,1,2026-04-02T07:58:00,2026-04-02T08:50:00,52,250.85,Completed
JT11000707,JT11000707-1,WO700606,AP9000707,5059,1002,CSP1,PCBRICK,N,Y,Inspection required,N,N,1,2026-04-02T08:05:00,2026-04-02T09:00:00,55,134.74,Completed
JT11000708,JT11000708-1,WO700606,AP9000708,5059,1002,CSP1,PCBRICK,N,N,,Y,Y,2,2026-04-06T08:15:00,2026-04-06T09:10:00,55,134.74,Completed
JT11000709,JT11000709-1,WO700607,AP9000709,5010,1002,CSP1,PCBRICK,N,N,,Y,N,1,2026-04-02T07:52:00,2026-04-02T09:19:00,87,318.87,Completed
JT11000710,JT11000710-1,WO700608,AP9000710,5023,1001,CSP1,PCELEC,N,N,,Y,N,1,2026-04-02T08:12:00,2026-04-02T09:25:00,73,241.25,Completed
JT11000711,JT11000711-1,WO700609,AP9000711,5019,1004,CSP1,PCGROUND,N,N,,Y,N,1,2026-04-02T08:09:00,2026-04-02T10:16:00,127,459.32,Completed
JT11000712,JT11000712-1,WO700610,AP9000712,5005,1001,CSP1,PCCARP,N,Y,Asbestos found,N,N,1,2026-04-02T12:17:00,2026-04-02T13:49:00,92,92.23,Completed
JT11000713,JT11000713-1,WO700610,AP9000713,5005,1001,CSP1,PCCARP,N,N,,Y,Y,2,2026-04-06T11:59:00,2026-04-06T12:58:00,59,92.23,Completed
JT11000714,JT11000714-1,WO700612,AP9000714,5091,1002,CSP1,PCELEC,N,Y,Tenant requesting extra work,N,N,1,2026-04-02T11:53:00,2026-04-02T12:26:00,33,129.53,Completed
JT11000715,JT11000715-1,WO700612,AP9000715,5091,1002,CSP1,PCELEC,N,N,,Y,Y,2,2026-04-06T08:09:00,2026-04-06T09:23:00,74,129.53,Completed
JT11000716,JT11000716-1,WO700614,AP9000716,5083,1001,CSP1,PCCARP,N,N,,Y,N,1,2026-04-02T11:53:00,2026-04-02T13:31:00,98,197.41,Completed
JT11000717,JT11000717-1,WO700615,AP9000717,5083,1002,CSP1,PCTILE,N,N,,Y,N,1,2026-04-02T12:20:00,2026-04-02T13:20:00,60,139.45,Completed
JT11000718,JT11000718-1,WO700616,AP9000718,5014,1004,CSP1,PCFENCE,N,N,,Y,N,1,2026-04-02T07:55:00,2026-04-02T09:22:00,87,252.44,Completed
JT11000719,JT11000719-1,WO700617,AP9000719,5193,1008,CSP2,PCTILE,N,N,,Y,N,1,2026-04-02T07:54:00,2026-04-02T09:20:00,86,133.43,Completed
JT11000720,JT11000720-1,WO700618,AP9000720,5158,1008,CSP2,PCPLUMB,N,N,,Y,N,1,2026-04-02T08:18:00,2026-04-02T09:43:00,85,256.67,Completed
JT11000721,JT11000721-1,WO700619,AP9000721,5167,1007,CSP2,PCELEC,N,N,,Y,N,1,2026-04-02T08:13:00,2026-04-02T09:24:00,71,309.59,Completed
JT11000722,JT11000722-1,WO700620,AP9000722,5105,1007,CSP2,PCPLAST,Y,N,,N,N,1,2026-04-02T11:59:00,2026-04-02T12:35:00,36,107.94,No Access
JT11000723,JT11000723-1,WO700620,AP9000723,5105,1007,CSP2,PCPLAST,N,N,,Y,Y,2,2026-04-06T12:04:00,2026-04-06T13:52:00,108,107.94,Completed
JT11000724,JT11000724-1,WO700621,AP9000724,5123,1009,CSP2,PCPLUMB,N,N,,Y,N,1,2026-04-02T08:09:00,2026-04-02T08:50:00,41,247.18,Completed
JT11000725,JT11000725-1,WO700622,AP9000725,5114,1008,CSP2,PCCARP,N,N,,Y,N,1,2026-04-02T07:58:00,2026-04-02T08:28:00,30,188.42,Completed
JT11000726,JT11000726-1,WO700623,AP9000726,5195,1008,CSP2,PCVINYL,N,N,,Y,N,1,2026-04-02T08:11:00,2026-04-02T09:35:00,84,210.08,Completed
JT11000727,JT11000727-1,WO700624,AP9000727,5128,1008,CSP2,PCPLUMB,N,N,,Y,N,1,2026-04-02T08:09:00,2026-04-02T09:26:00,77,311.91,Completed
JT11000728,JT11000728-1,WO700625,AP9000728,5148,1009,CSP2,PCGROUND,Y,N,,N,N,1,2026-04-02T11:58:00,2026-04-02T12:51:00,53,209.28,No Access
JT11000729,JT11000729-1,WO700625,AP9000729,5148,1009,CSP2,PCGROUND,N,N,,Y,Y,2,2026-04-06T08:12:00,2026-04-06T09:47:00,95,209.28,Completed
JT11000730,JT11000730-1,WO700626,AP9000730,5179,1007,CSP2,PCVINYL,N,N,,Y,N,1,2026-04-02T08:20:00,2026-04-02T09:20:00,60,222.32,Completed
JT11000731,JT11000731-1,WO700627,AP9000731,5191,1008,CSP2,PCBRICK,Y,N,,N,N,1,2026-04-02T11:57:00,2026-04-02T13:08:00,71,141.70,No Access
JT11000732,JT11000732-1,WO700627,AP9000732,5191,1008,CSP2,PCBRICK,N,N,,Y,Y,2,2026-04-06T12:05:00,2026-04-06T13:47:00,102,141.70,Completed
JT11000733,JT11000733-1,WO700628,AP9000733,5167,1007,CSP2,PCELEC,N,N,,Y,N,1,2026-04-02T08:19:00,2026-04-02T09:24:00,65,201.15,Completed
JT11000734,JT11000734-1,WO700629,AP9000734,5179,1009,CSP2,PCCARP,N,N,,Y,N,1,2026-04-02T12:07:00,2026-04-02T13:33:00,86,200.21,Completed
JT11000735,JT11000735-1,WO700630,AP9000735,5168,1007,CSP2,PCCARP,N,N,,Y,N,1,2026-04-02T08:10:00,2026-04-02T08:57:00,47,178.29,Completed
JT11000736,JT11000736-1,WO700631,AP9000736,5127,1008,CSP2,PCBRICK,N,N,,Y,N,1,2026-04-02T07:52:00,2026-04-02T09:36:00,104,180.85,Completed
JT11000737,JT11000737-1,WO700632,AP9000737,5123,1009,CSP2,PCPLAST,N,N,,Y,N,1,2026-04-02T07:51:00,2026-04-02T09:18:00,87,218.60,Completed
JT11000738,JT11000738-1,WO700633,AP9000738,5179,1009,CSP2,PCELEC,N,N,,Y,N,1,2026-04-02T08:03:00,2026-04-02T09:35:00,92,333.37,Completed
JT11000739,JT11000739-1,WO700634,AP9000739,5115,1007,CSP2,PCCARP,N,N,,Y,N,1,2026-04-02T08:03:00,2026-04-02T09:34:00,91,163.78,Completed
JT11000740,JT11000740-1,WO700635,AP9000740,5142,1007,CSP2,PCTILE,N,N,,Y,N,1,2026-04-02T08:03:00,2026-04-02T09:48:00,105,189.61,Completed
JT11000741,JT11000741-1,WO700636,AP9000741,5129,1008,CSP2,PCCARP,N,N,,Y,N,1,2026-04-02T07:58:00,2026-04-02T09:08:00,70,238.69,Completed
JT11000742,JT11000742-1,WO700637,AP9000742,5150,1008,CSP2,PCFENCE,N,N,,Y,N,1,2026-04-02T07:56:00,2026-04-02T09:06:00,70,311.01,Completed
JT11000743,JT11000743-1,WO700638,AP9000743,5105,1006,CSP2,PCPLUMB,N,N,,Y,N,1,2026-04-02T08:10:00,2026-04-02T08:37:00,27,246.81,Completed
JT11000744,JT11000744-1,WO700639,AP9000744,5238,1012,CSP4,PCPLAST,N,N,,Y,N,1,2026-04-02T08:17:00,2026-04-02T09:20:00,63,173.56,Completed
JT11000745,JT11000745-1,WO700640,AP9000745,5230,1011,CSP4,PCCARP,N,N,,Y,N,1,2026-04-02T08:17:00,2026-04-02T10:07:00,110,146.42,Completed
JT11000746,JT11000746-1,WO700641,AP9000746,5294,1011,CSP4,PCVINYL,N,N,,Y,N,1,2026-04-02T12:13:00,2026-04-02T14:17:00,124,231.28,Completed
JT11000747,JT11000747-1,WO700642,AP9000747,5220,1011,CSP4,PCPLUMB,N,N,,Y,N,1,2026-04-02T08:01:00,2026-04-02T08:26:00,25,189.10,Completed
JT11000748,JT11000748-1,WO700643,AP9000748,5251,1014,CSP4,PCELEC,N,N,,Y,N,1,2026-04-02T11:59:00,2026-04-02T13:01:00,62,270.22,Completed
JT11000749,JT11000749-1,WO700645,AP9000749,5286,1011,CSP4,PCBRICK,N,Y,Specialist equipment required,N,N,1,2026-04-02T07:53:00,2026-04-02T08:53:00,60,153.60,Completed
JT11000750,JT11000750-1,WO700645,AP9000750,5286,1011,CSP4,PCBRICK,N,N,,Y,Y,2,2026-04-06T08:02:00,2026-04-06T09:45:00,103,153.60,Completed
JT11000751,JT11000751-1,WO700647,AP9000751,5281,1013,CSP4,PCCARP,N,N,,Y,N,1,2026-04-02T08:16:00,2026-04-02T09:31:00,75,186.97,Completed
JT11000752,JT11000752-1,WO700648,AP9000752,5279,1012,CSP4,PCGROUND,Y,N,,N,N,1,2026-04-02T08:19:00,2026-04-02T09:33:00,74,242.07,No Access
JT11000753,JT11000753-1,WO700648,AP9000753,5279,1012,CSP4,PCGROUND,N,N,,Y,Y,2,2026-04-06T08:19:00,2026-04-06T09:58:00,99,242.07,Completed
JT11000754,JT11000754-1,WO700649,AP9000754,5208,1012,CSP4,PCGROUND,N,N,,Y,N,1,2026-04-02T12:06:00,2026-04-02T13:09:00,63,455.21,Completed
JT11000755,JT11000755-1,WO700650,AP9000755,5247,1014,CSP4,PCFENCE,N,N,,Y,N,1,2026-04-02T08:02:00,2026-04-02T09:06:00,64,247.64,Completed
JT11000756,JT11000756-1,WO700651,AP9000756,5243,1011,CSP4,PCTILE,N,N,,Y,N,1,2026-04-02T08:03:00,2026-04-02T10:07:00,124,127.51,Completed
JT11000757,JT11000757-1,WO700653,AP9000757,5245,1012,CSP4,PCELEC,N,N,,Y,N,1,2026-04-02T12:11:00,2026-04-02T13:40:00,89,270.75,Completed
JT11000758,JT11000758-1,WO700655,AP9000758,5259,1014,CSP4,PCCARP,N,N,,Y,N,1,2026-04-02T07:55:00,2026-04-02T09:41:00,106,176.64,Completed
JT11000759,JT11000759-1,WO700656,AP9000759,5215,1012,CSP4,PCPLAST,N,N,,Y,N,1,2026-04-02T07:59:00,2026-04-02T09:11:00,72,197.71,Completed
JT11000760,JT11000760-1,WO700657,AP9000760,5288,1013,CSP4,PCGROUND,N,N,,Y,N,1,2026-04-02T07:56:00,2026-04-02T09:03:00,67,446.68,Completed
JT11000761,JT11000761-1,WO700658,AP9000761,5209,1011,CSP4,PCPLUMB,Y,N,,N,N,1,2026-04-02T12:13:00,2026-04-02T12:58:00,45,102.45,No Access
JT11000762,JT11000762-1,WO700658,AP9000762,5209,1011,CSP4,PCPLUMB,N,N,,Y,Y,2,2026-04-06T08:14:00,2026-04-06T09:31:00,77,102.45,Completed
JT11000763,JT11000763-1,WO700659,AP9000763,5283,1011,CSP4,PCFENCE,Y,N,,N,N,1,2026-04-02T08:05:00,2026-04-02T09:37:00,92,117.08,No Access
JT11000764,JT11000764-1,WO700659,AP9000764,5283,1011,CSP4,PCFENCE,N,N,,Y,Y,2,2026-04-06T12:08:00,2026-04-06T13:02:00,54,117.08,Completed
JT11000765,JT11000765-1,WO700660,AP9000765,5217,1013,CSP4,PCBRICK,N,N,,Y,N,1,2026-04-02T08:12:00,2026-04-02T08:51:00,39,354.23,Completed
JT11000766,JT11000766-1,WO700661,AP9000766,5019,1002,CSP1,PCFENCE,N,N,,Y,N,1,2026-04-03T08:13:00,2026-04-03T09:21:00,68,243.52,Completed
JT11000767,JT11000767-1,WO700662,AP9000767,5023,1001,CSP1,PCPLAST,N,N,,Y,N,1,2026-04-03T08:18:00,2026-04-03T09:09:00,51,182.48,Completed
JT11000768,JT11000768-1,WO700663,AP9000768,5027,1002,CSP1,PCGROUND,N,N,,Y,N,1,2026-04-03T07:50:00,2026-04-03T09:15:00,85,474.51,Completed
JT11000769,JT11000769-1,WO700664,AP9000769,5069,1003,CSP1,PCBRICK,N,N,,Y,N,1,2026-04-03T08:13:00,2026-04-03T09:39:00,86,180.98,Completed
JT11000770,JT11000770-1,WO700665,AP9000770,5020,1002,CSP1,PCPLUMB,N,N,,Y,N,1,2026-04-03T07:50:00,2026-04-03T09:24:00,94,298.93,Completed
JT11000771,JT11000771-1,WO700666,AP9000771,5038,1001,CSP1,PCPLAST,N,N,,Y,N,1,2026-04-03T12:15:00,2026-04-03T13:38:00,83,214.91,Completed
JT11000772,JT11000772-1,WO700667,AP9000772,5006,1002,CSP1,PCPLAST,N,N,,Y,N,1,2026-04-03T08:12:00,2026-04-03T09:43:00,91,240.00,Completed
JT11000773,JT11000773-1,WO700668,AP9000773,5012,1003,CSP1,PCFENCE,N,N,,Y,N,1,2026-04-03T08:12:00,2026-04-03T09:40:00,88,265.47,Completed
JT11000774,JT11000774-1,WO700669,AP9000774,5026,1002,CSP1,PCPLUMB,Y,N,,N,N,1,2026-04-03T08:14:00,2026-04-03T09:51:00,97,111.86,No Access
JT11000775,JT11000775-1,WO700669,AP9000775,5026,1002,CSP1,PCPLUMB,N,N,,Y,Y,2,2026-04-06T08:14:00,2026-04-06T09:22:00,68,111.86,Completed
JT11000776,JT11000776-1,WO700670,AP9000776,5025,1004,CSP1,PCELEC,N,N,,Y,N,1,2026-04-03T08:16:00,2026-04-03T09:25:00,69,235.90,Completed
JT11000777,JT11000777-1,WO700671,AP9000777,5055,1004,CSP1,PCFENCE,N,N,,Y,N,1,2026-04-03T08:17:00,2026-04-03T09:38:00,81,391.64,Completed
JT11000778,JT11000778-1,WO700672,AP9000778,5012,1002,CSP1,PCTILE,N,Y,Re-directed work,N,N,1,2026-04-03T08:09:00,2026-04-03T10:11:00,122,68.78,Completed
JT11000779,JT11000779-1,WO700672,AP9000779,5012,1002,CSP1,PCTILE,N,N,,Y,Y,2,2026-04-06T08:15:00,2026-04-06T09:42:00,87,68.78,Completed
JT11000780,JT11000780-1,WO700673,AP9000780,5055,1004,CSP1,PCVINYL,Y,N,,N,N,1,2026-04-03T07:52:00,2026-04-03T08:55:00,63,123.21,No Access
JT11000781,JT11000781-1,WO700673,AP9000781,5055,1004,CSP1,PCVINYL,N,N,,Y,Y,2,2026-04-06T08:00:00,2026-04-06T08:40:00,40,123.21,Completed
JT11000782,JT11000782-1,WO700674,AP9000782,5068,1004,CSP1,PCFENCE,N,Y,Scaffolding required,N,N,1,2026-04-03T08:02:00,2026-04-03T08:38:00,36,153.65,Completed
JT11000783,JT11000783-1,WO700674,AP9000783,5068,1004,CSP1,PCFENCE,N,N,,Y,Y,2,2026-04-06T07:57:00,2026-04-06T08:52:00,55,153.65,Completed
JT11000784,JT11000784-1,WO700675,AP9000784,5054,1001,CSP1,PCPLAST,N,N,,Y,N,1,2026-04-03T07:56:00,2026-04-03T09:19:00,83,264.60,Completed
JT11000785,JT11000785-1,WO700676,AP9000785,5063,1002,CSP1,PCPLUMB,N,N,,Y,N,1,2026-04-03T08:18:00,2026-04-03T09:38:00,80,292.16,Completed
JT11000786,JT11000786-1,WO700677,AP9000786,5004,1002,CSP1,PCPLUMB,N,N,,Y,N,1,2026-04-03T12:18:00,2026-04-03T14:06:00,108,197.82,Completed
JT11000787,JT11000787-1,WO700678,AP9000787,5037,1001,CSP1,PCVINYL,N,N,,Y,N,1,2026-04-03T08:05:00,2026-04-03T08:53:00,48,239.95,Completed
JT11000788,JT11000788-1,WO700679,AP9000788,5009,1001,CSP1,PCFENCE,N,N,,Y,N,1,2026-04-03T12:20:00,2026-04-03T14:27:00,127,238.73,Completed
JT11000789,JT11000789-1,WO700680,AP9000789,5016,1004,CSP1,PCFENCE,N,Y,Warning risk / Warning vulnerable,N,N,1,2026-04-03T11:53:00,2026-04-03T13:48:00,115,147.47,Completed
JT11000790,JT11000790-1,WO700680,AP9000790,5016,1004,CSP1,PCFENCE,N,N,,Y,Y,2,2026-04-06T08:01:00,2026-04-06T09:27:00,86,147.47,Completed
JT11000791,JT11000791-1,WO700681,AP9000791,5089,1002,CSP1,PCPLAST,Y,N,,N,N,1,2026-04-03T08:10:00,2026-04-03T09:50:00,100,119.23,No Access
JT11000792,JT11000792-1,WO700681,AP9000792,5089,1002,CSP1,PCPLAST,N,N,,Y,Y,2,2026-04-06T08:17:00,2026-04-06T09:13:00,56,119.23,Completed
JT11000793,JT11000793-1,WO700682,AP9000793,5038,1003,CSP1,PCBRICK,N,N,,Y,N,1,2026-04-03T08:14:00,2026-04-03T09:40:00,86,396.01,Completed
JT11000794,JT11000794-1,WO700683,AP9000794,5177,1009,CSP2,PCPLAST,N,N,,Y,N,1,2026-04-03T08:04:00,2026-04-03T09:24:00,80,172.74,Completed
JT11000795,JT11000795-1,WO700684,AP9000795,5147,1006,CSP2,PCCARP,N,Y,Re-directed work,N,N,1,2026-04-03T12:08:00,2026-04-03T12:55:00,47,91.58,Completed
JT11000796,JT11000796-1,WO700684,AP9000796,5147,1006,CSP2,PCCARP,N,N,,Y,Y,2,2026-04-06T08:07:00,2026-04-06T09:07:00,60,91.58,Completed
JT11000797,JT11000797-1,WO700685,AP9000797,5163,1008,CSP2,PCVINYL,N,N,,Y,N,1,2026-04-03T08:05:00,2026-04-03T09:36:00,91,265.90,Completed
JT11000798,JT11000798-1,WO700686,AP9000798,5172,1007,CSP2,PCGROUND,N,Y,Re-directed work,N,N,1,2026-04-03T08:02:00,2026-04-03T09:50:00,108,186.86,Completed
JT11000799,JT11000799-1,WO700686,AP9000799,5172,1007,CSP2,PCGROUND,N,N,,Y,Y,2,2026-04-06T12:12:00,2026-04-06T13:51:00,99,186.86,Completed
JT11000800,JT11000800-1,WO700687,AP9000800,5110,1007,CSP2,PCCARP,N,N,,Y,N,1,2026-04-03T08:17:00,2026-04-03T09:24:00,67,220.50,Completed
JT11000801,JT11000801-1,WO700688,AP9000801,5157,1006,CSP2,PCGROUND,N,N,,Y,N,1,2026-04-03T08:00:00,2026-04-03T08:54:00,54,434.35,Completed
JT11000802,JT11000802-1,WO700689,AP9000802,5189,1007,CSP2,PCPLAST,N,N,,Y,N,1,2026-04-03T12:00:00,2026-04-03T13:21:00,81,210.63,Completed
JT11000803,JT11000803-1,WO700690,AP9000803,5115,1008,CSP2,PCCARP,N,N,,Y,N,1,2026-04-03T08:03:00,2026-04-03T09:15:00,72,184.09,Completed
JT11000804,JT11000804-1,WO700691,AP9000804,5166,1008,CSP2,PCPLUMB,N,N,,Y,N,1,2026-04-03T08:08:00,2026-04-03T09:20:00,72,265.92,Completed
JT11000805,JT11000805-1,WO700692,AP9000805,5116,1006,CSP2,PCTILE,Y,N,,N,N,1,2026-04-03T11:58:00,2026-04-03T13:03:00,65,85.05,No Access
JT11000806,JT11000806-1,WO700692,AP9000806,5116,1006,CSP2,PCTILE,N,N,,Y,Y,2,2026-04-06T08:03:00,2026-04-06T09:08:00,65,85.05,Completed
JT11000807,JT11000807-1,WO700693,AP9000807,5136,1008,CSP2,PCFENCE,N,N,,Y,N,1,2026-04-03T08:14:00,2026-04-03T08:56:00,42,345.41,Completed
JT11000808,JT11000808-1,WO700695,AP9000808,5193,1006,CSP2,PCCARP,N,N,,Y,N,1,2026-04-03T08:15:00,2026-04-03T09:43:00,88,212.16,Completed
JT11000809,JT11000809-1,WO700696,AP9000809,5114,1008,CSP2,PCPLAST,N,N,,Y,N,1,2026-04-03T08:11:00,2026-04-03T08:54:00,43,225.22,Completed
JT11000810,JT11000810-1,WO700697,AP9000810,5141,1008,CSP2,PCCARP,N,N,,Y,N,1,2026-04-03T11:58:00,2026-04-03T13:13:00,75,129.54,Completed
JT11000811,JT11000811-1,WO700698,AP9000811,5106,1007,CSP2,PCCARP,N,N,,Y,N,1,2026-04-03T08:15:00,2026-04-03T09:08:00,53,194.13,Completed
