WorksOrderReference,ServiceRequestNo,PropertiesSK,ContractorSiteCode,JobPriorityCode,JobSORCode,JobType,NumberOfJobs,EstimatedCost,RepairNet,RepairVAT,RepairGross,InvoicedCost,InvoicedLabourCosts,InvoicedMaterialCosts,InvoicedSubcontractorCosts,InvoicedOverheadCosts,LabourHours,ServiceRequestReportedDatetime,WorksOrderRaisedDatetime,WorksOrderTargetDatetime,WorksOrderReportedCompleteDatetime,WorksOrderStatusCode,SLAStatus
WO700465,SR700465,5096,KPIF,Q,PCGROUND,Responsive,1,476.52,500.35,100.07,600.42,490.34,269.69,171.62,0.00,49.03,7.94,2026-03-31T13:56:00,2026-03-31T13:56:00,2026-04-28T13:56:00,,Open,Open
WO700466,SR700466,5086,KPIF,NG,PCTILE,Responsive,1,175.56,184.34,36.87,221.21,180.65,99.36,63.23,0.00,18.06,2.93,2026-03-31T12:12:00,2026-03-31T12:12:00,2026-04-14T12:12:00,2026-04-08T03:12:00,Completed,Met
WO700467,SR700467,5016,KPIF,QEL,PCVINYL,Responsive,1,190.41,199.93,39.99,239.92,195.93,107.76,68.58,0.00,19.59,3.17,2026-03-31T08:51:00,2026-03-31T08:51:00,2026-04-14T08:51:00,2026-04-04T23:51:00,Completed,Met
WO700468,SR700468,5020,KPIF,QEL,PCFENCE,Responsive,1,318.02,333.92,66.78,400.70,327.24,179.98,114.53,0.00,32.72,5.30,2026-03-31T12:45:00,2026-03-31T12:45:00,2026-04-14T12:45:00,2026-04-12T03:45:00,Completed,Met
WO700469,SR700469,5098,IHREPAIRS,E,PCPLUMB,Responsive,1,235.34,247.11,49.42,296.53,242.17,133.19,84.76,0.00,24.22,3.92,2026-03-31T14:29:00,2026-03-31T14:29:00,2026-04-01T14:29:00,2026-04-01T02:29:00,Completed,Met
WO700470,SR700470,5041,CCSS,QEL,PCGROUND,Responsive,1,394.75,414.49,82.90,497.39,406.20,40.62,60.93,264.03,40.62,6.58,2026-03-31T12:14:00,2026-03-31T12:14:00,2026-04-14T12:14:00,2026-04-08T20:14:00,Completed,Met
WO700471,SR700471,5093,KPIF,UEL,PCPLAST,Responsive,1,183.68,192.86,38.57,231.43,189.00,103.95,66.15,0.00,18.90,3.06,2026-03-31T12:14:00,2026-03-31T12:14:00,2026-04-01T12:14:00,2026-03-31T20:14:00,Completed,Met
WO700472,SR700472,5073,KPIF,Q,PCPLAST,Responsive,1,267.07,280.42,56.08,336.50,274.81,151.15,96.18,0.00,27.48,4.45,2026-03-31T12:29:00,2026-03-31T12:29:00,2026-04-28T12:29:00,2026-04-15T15:29:00,Completed,Met
WO700473,SR700473,5071,KPIF,E,PCPLAST,Responsive,1,159.25,167.21,33.44,200.65,163.87,90.13,57.35,0.00,16.39,2.65,2026-03-31T11:01:00,2026-03-31T11:01:00,2026-04-01T11:01:00,2026-04-01T03:01:00,Completed,Met
WO700474,SR700474,5100,KPIF,Q,PCGROUND,Responsive,1,362.02,380.12,76.02,456.14,372.52,204.89,130.38,0.00,37.25,6.03,2026-03-31T08:39:00,2026-03-31T08:39:00,2026-04-28T08:39:00,2026-04-13T05:39:00,Completed,Met
WO700475,SR700475,5042,IHREPAIRS,Q,PCCARP,Responsive,1,225.66,236.94,47.39,284.33,232.20,127.71,81.27,0.00,23.22,3.76,2026-03-31T11:48:00,2026-03-31T11:48:00,2026-04-28T11:48:00,2026-04-20T09:48:00,Completed,Met
WO700476,SR700476,5020,IHREPAIRS,UEL,PCBRICK,Responsive,1,368.03,386.43,77.29,463.72,378.70,208.28,132.54,0.00,37.87,6.13,2026-03-31T09:26:00,2026-03-31T09:26:00,2026-04-01T09:26:00,,Open,Open
WO700477,SR700477,5017,KPIF,QEL,PCPLAST,Responsive,1,208.55,218.98,43.80,262.78,214.60,118.03,75.11,0.00,21.46,3.48,2026-03-31T12:38:00,2026-03-31T12:38:00,2026-04-14T12:38:00,2026-04-09T03:38:00,Completed,Met
WO700478,SR700478,5050,CCSS,Q,PCELEC,Responsive,1,270.03,283.53,56.71,340.24,277.86,27.79,41.68,180.61,27.79,4.50,2026-03-31T10:41:00,2026-03-31T10:41:00,2026-04-28T10:41:00,2026-04-20T23:41:00,Completed,Met
WO700479,SR700479,5002,BRADLEY,Q,PCTILE,Responsive,1,168.19,176.60,35.32,211.92,173.07,17.31,25.96,112.50,17.31,2.80,2026-03-31T09:10:00,2026-03-31T09:10:00,2026-04-28T09:10:00,2026-04-09T08:10:00,Completed,Met
WO700480,SR700480,5096,CCSS,QEL,PCVINYL,Responsive,1,192.14,201.75,40.35,242.10,197.72,19.77,29.66,128.52,19.77,3.20,2026-03-31T08:59:00,2026-03-31T08:59:00,2026-04-14T08:59:00,,Open,Open
WO700481,SR700481,5010,KPIF,U1,PCBRICK,Responsive,1,373.05,391.70,78.34,470.04,383.87,211.13,134.35,0.00,38.39,6.22,2026-03-31T12:55:00,2026-03-31T12:55:00,2026-04-02T12:55:00,2026-04-02T05:55:00,Completed,Met
WO700482,SR700482,5025,KPIF,Q,PCTILE,Responsive,1,148.07,155.47,31.09,186.56,152.36,83.80,53.33,0.00,15.24,2.47,2026-03-31T13:50:00,2026-03-31T13:50:00,2026-04-28T13:50:00,2026-04-24T02:50:00,Completed,Met
WO700483,SR700483,5096,IHREPAIRS,QEL,PCCARP,Responsive,1,192.29,201.90,40.38,242.28,197.86,108.82,69.25,0.00,19.79,3.20,2026-03-31T14:15:00,2026-03-31T14:15:00,2026-04-14T14:15:00,2026-04-04T23:15:00,Completed,Met
WO700484,SR700484,5022,IHREPAIRS,Q,PCPLAST,Responsive,1,308.45,323.87,64.77,388.64,317.39,174.56,111.09,0.00,31.74,5.14,2026-03-31T14:06:00,2026-03-31T14:06:00,2026-04-28T14:06:00,2026-04-28T08:06:00,Completed,Met
WO700485,SR700485,5146,PHJONESGAS,Q,PCFENCE,Responsive,1,317.36,333.23,66.65,399.88,326.57,32.66,48.99,212.27,32.66,5.29,2026-03-31T11:40:00,2026-03-31T11:40:00,2026-04-28T11:40:00,2026-04-10T11:40:00,Completed,Met
WO700486,SR700486,5142,KPIF,Q,PCTILE,Responsive,1,150.13,157.64,31.53,189.17,154.49,84.97,54.07,0.00,15.45,2.50,2026-03-31T13:11:00,2026-03-31T13:11:00,2026-04-28T13:11:00,2026-04-21T04:11:00,Completed,Met
WO700487,SR700487,5158,KPIF,E,PCVINYL,Responsive,1,192.93,202.58,40.52,243.10,198.53,109.19,69.49,0.00,19.85,3.22,2026-03-31T10:55:00,2026-03-31T10:55:00,2026-04-01T10:55:00,2026-03-31T19:55:00,Completed,Met
WO700488,SR700488,5139,KPIF,UEL,PCPLUMB,Responsive,1,250.91,263.46,52.69,316.15,258.19,142.00,90.37,0.00,25.82,4.18,2026-03-31T11:11:00,2026-03-31T11:11:00,2026-04-01T11:11:00,2026-04-01T10:11:00,Completed,Met
WO700489,SR700489,5136,IHREPAIRS,Q,PCGROUND,Responsive,1,426.91,448.26,89.65,537.91,439.29,241.61,153.75,0.00,43.93,7.12,2026-03-31T13:22:00,2026-03-31T13:22:00,2026-04-28T13:22:00,2026-04-18T05:22:00,Completed,Met
WO700490,SR700490,5118,IHREPAIRS,Q,PCBRICK,Responsive,1,368.64,387.07,77.41,464.48,379.33,208.63,132.77,0.00,37.93,6.14,2026-03-31T10:29:00,2026-03-31T10:29:00,2026-04-28T10:29:00,2026-04-17T00:29:00,Completed,Met
WO700491,SR700491,5173,CCSS,Q,PCTILE,Responsive,1,207.64,218.02,43.60,261.62,213.66,21.37,32.05,138.88,21.37,3.46,2026-03-31T12:37:00,2026-03-31T12:37:00,2026-04-28T12:37:00,2026-04-22T04:37:00,Completed,Met
WO700492,SR700492,5174,KPIF,Q,PCCARP,Responsive,1,218.20,229.11,45.82,274.93,224.53,123.49,78.59,0.00,22.45,3.64,2026-03-31T13:25:00,2026-03-31T13:25:00,2026-04-28T13:25:00,2026-04-10T04:25:00,Completed,Met
WO700493,SR700493,5143,KPIF,QEL,PCFENCE,Responsive,1,253.62,266.30,53.26,319.56,260.97,143.53,91.34,0.00,26.10,4.23,2026-03-31T09:31:00,2026-03-31T09:31:00,2026-04-14T09:31:00,2026-04-10T03:31:00,Completed,Met
WO700494,SR700494,5178,IHREPAIRS,Q,PCPLUMB,Responsive,1,251.79,264.38,52.88,317.26,259.09,142.50,90.68,0.00,25.91,4.20,2026-03-31T08:57:00,2026-03-31T08:57:00,2026-04-28T08:57:00,2026-04-16T14:57:00,Completed,Met
WO700495,SR700495,5120,KPIF,Q,PCFENCE,Responsive,1,125.90,132.20,26.44,158.64,129.56,71.26,45.35,0.00,12.96,2.10,2026-03-31T08:55:00,2026-03-31T08:55:00,2026-04-28T08:55:00,2026-04-08T05:55:00,Completed,Met
WO700496,SR700496,5197,KPIF,U1,PCGROUND,Responsive,1,463.55,486.73,97.35,584.08,477.00,262.35,166.95,0.00,47.70,7.73,2026-03-31T11:51:00,2026-03-31T11:51:00,2026-04-02T11:51:00,2026-04-01T20:51:00,Completed,Met
WO700497,SR700497,5196,KPIF,Q,PCPLUMB,Responsive,1,239.15,251.11,50.22,301.33,246.09,135.35,86.13,0.00,24.61,3.99,2026-03-31T11:54:00,2026-03-31T11:54:00,2026-04-28T11:54:00,2026-04-07T14:54:00,Completed,Met
WO700498,SR700498,5118,IHREPAIRS,Q,PCELEC,Responsive,1,233.97,245.67,49.13,294.80,240.76,132.42,84.27,0.00,24.08,3.90,2026-03-31T14:03:00,2026-03-31T14:03:00,2026-04-28T14:03:00,2026-04-10T21:03:00,Completed,Met
WO700499,SR700499,5168,KPIF,UEL,PCTILE,Responsive,1,218.57,229.50,45.90,275.40,224.91,123.70,78.72,0.00,22.49,3.64,2026-03-31T12:10:00,2026-03-31T12:10:00,2026-04-01T12:10:00,2026-03-31T21:10:00,Completed,Met
WO700500,SR700500,5186,KPIF,Q,PCVINYL,Responsive,1,267.91,281.31,56.26,337.57,275.68,151.62,96.49,0.00,27.57,4.47,2026-03-31T11:14:00,2026-03-31T11:14:00,2026-04-28T11:14:00,2026-04-12T16:14:00,Completed,Met
WO700501,SR700501,5122,PHJONESGAS,Q,PCFENCE,Responsive,1,242.04,254.14,50.83,304.97,249.06,24.91,37.36,161.89,24.91,4.03,2026-03-31T12:16:00,2026-03-31T12:16:00,2026-04-28T12:16:00,2026-04-12T23:16:00,Completed,Met
WO700502,SR700502,5130,KPIF,Q,PCTILE,Responsive,1,166.26,174.57,34.91,209.48,171.08,94.09,59.88,0.00,17.11,2.77,2026-03-31T09:13:00,2026-03-31T09:13:00,2026-04-28T09:13:00,2026-04-18T14:13:00,Completed,Met
WO700503,SR700503,5119,CCSS,E,PCBRICK,Responsive,1,381.16,400.22,80.04,480.26,392.22,39.22,58.83,254.94,39.22,6.35,2026-03-31T09:26:00,2026-03-31T09:26:00,2026-04-01T09:26:00,2026-03-31T21:26:00,Completed,Met
WO700504,SR700504,5195,IHREPAIRS,UEL,PCGROUND,Responsive,1,378.88,397.82,79.56,477.38,389.86,214.42,136.45,0.00,38.99,6.31,2026-03-31T10:42:00,2026-03-31T10:42:00,2026-04-01T10:42:00,2026-03-31T18:42:00,Completed,Met
WO700505,SR700505,5189,BRADLEY,Q,PCPLUMB,Responsive,1,247.12,259.48,51.90,311.38,254.29,25.43,38.14,165.29,25.43,4.12,2026-03-31T12:59:00,2026-03-31T12:59:00,2026-04-28T12:59:00,2026-04-20T14:59:00,Completed,Met
WO700506,SR700506,5190,IHREPAIRS,E,PCBRICK,Responsive,1,354.40,372.12,74.42,446.54,364.68,200.57,127.64,0.00,36.47,5.91,2026-03-31T08:34:00,2026-03-31T08:34:00,2026-04-01T08:34:00,2026-04-01T04:34:00,Completed,Met
WO700507,SR700507,5285,KPIF,QEL,PCFENCE,Responsive,1,372.09,390.69,78.14,468.83,382.88,210.58,134.01,0.00,38.29,6.20,2026-03-31T14:02:00,2026-03-31T14:02:00,2026-04-14T14:02:00,2026-04-03T01:02:00,Completed,Met
WO700508,SR700508,5291,IHREPAIRS,QEL,PCCARP,Responsive,1,175.90,184.70,36.94,221.64,181.01,99.56,63.35,0.00,18.10,2.93,2026-03-31T13:35:00,2026-03-31T13:35:00,2026-04-14T13:35:00,2026-04-07T04:35:00,Completed,Met
WO700509,SR700509,5259,KPIF,QEL,PCGROUND,Responsive,1,380.47,399.49,79.90,479.39,391.50,215.33,137.02,0.00,39.15,6.34,2026-03-31T10:36:00,2026-03-31T10:36:00,2026-04-14T10:36:00,2026-04-10T22:36:00,Completed,Met
WO700510,SR700510,5296,CCSS,E,PCPLAST,Responsive,1,181.29,190.35,38.07,228.42,186.54,18.65,27.98,121.25,18.65,3.02,2026-03-31T11:31:00,2026-03-31T11:31:00,2026-04-01T11:31:00,2026-03-31T22:31:00,Completed,Met
WO700511,SR700511,5265,IHREPAIRS,QEL,PCBRICK,Responsive,1,252.77,265.41,53.08,318.49,260.10,143.06,91.03,0.00,26.01,4.21,2026-03-31T11:48:00,2026-03-31T11:48:00,2026-04-14T11:48:00,,Open,Open
WO700512,SR700512,5272,KPIF,UEL,PCBRICK,Responsive,1,299.41,314.38,62.88,377.26,308.09,169.45,107.83,0.00,30.81,4.99,2026-03-31T11:51:00,2026-03-31T11:51:00,2026-04-01T11:51:00,2026-04-01T00:51:00,Completed,Met
WO700513,SR700513,5287,IHREPAIRS,Q,PCTILE,Responsive,1,148.37,155.79,31.16,186.95,152.67,83.97,53.43,0.00,15.27,2.47,2026-03-31T12:08:00,2026-03-31T12:08:00,2026-04-28T12:08:00,2026-04-29T08:08:00,Completed,Breached
WO700514,SR700514,5270,KPIF,U1,PCPLAST,Responsive,1,177.84,186.73,37.35,224.08,183.00,100.65,64.05,0.00,18.30,2.96,2026-03-31T13:07:00,2026-03-31T13:07:00,2026-04-02T13:07:00,2026-04-01T15:07:00,Completed,Met
WO700515,SR700515,5289,KPIF,QEL,PCGROUND,Responsive,1,330.85,347.39,69.48,416.87,340.44,187.24,119.15,0.00,34.04,5.51,2026-03-31T09:44:00,2026-03-31T09:44:00,2026-04-14T09:44:00,2026-04-06T18:44:00,Completed,Met
WO700516,SR700516,5209,CCSS,Q,PCGROUND,Responsive,1,548.37,575.79,115.16,690.95,564.27,56.43,84.64,366.78,56.43,9.14,2026-03-31T10:04:00,2026-03-31T10:04:00,2026-04-28T10:04:00,2026-04-12T11:04:00,Completed,Met
WO700517,SR700517,5298,KPIF,QEL,PCFENCE,Responsive,1,358.75,376.69,75.34,452.03,369.16,203.04,129.21,0.00,36.92,5.98,2026-03-31T12:00:00,2026-03-31T12:00:00,2026-04-14T12:00:00,2026-04-07T09:00:00,Completed,Met
WO700518,SR700518,5282,KPIF,U1,PCBRICK,Responsive,1,409.57,430.05,86.01,516.06,421.45,231.80,147.51,0.00,42.14,6.83,2026-03-31T09:37:00,2026-03-31T09:37:00,2026-04-02T09:37:00,2026-04-01T20:37:00,Completed,Met
WO700519,SR700519,5235,KPIF,Q,PCTILE,Responsive,1,194.01,203.71,40.74,244.45,199.64,109.80,69.87,0.00,19.96,3.23,2026-03-31T08:43:00,2026-03-31T08:43:00,2026-04-28T08:43:00,2026-04-11T17:43:00,Completed,Met
WO700520,SR700520,5265,KPIF,Q,PCELEC,Responsive,1,261.37,274.44,54.89,329.33,268.95,147.92,94.13,0.00,26.89,4.36,2026-03-31T11:48:00,2026-03-31T11:48:00,2026-04-28T11:48:00,2026-04-14T05:48:00,Completed,Met
WO700521,SR700521,5205,KPIF,QEL,PCVINYL,Responsive,1,211.35,221.92,44.38,266.30,217.48,119.61,76.12,0.00,21.75,3.52,2026-03-31T10:48:00,2026-03-31T10:48:00,2026-04-14T10:48:00,2026-04-10T16:48:00,Completed,Met
WO700522,SR700522,5226,BRADLEY,E,PCTILE,Responsive,1,135.23,141.99,28.40,170.39,139.15,13.92,20.87,90.45,13.91,2.25,2026-03-31T12:14:00,2026-03-31T12:14:00,2026-04-01T12:14:00,2026-04-01T06:14:00,Completed,Met
WO700523,SR700523,5259,CCSS,Q,PCTILE,Responsive,1,131.94,138.54,27.71,166.25,135.77,13.58,20.37,88.25,13.58,2.20,2026-03-31T13:41:00,2026-03-31T13:41:00,2026-04-28T13:41:00,2026-04-16T20:41:00,Completed,Met
WO700524,SR700524,5279,BRADLEY,Q,PCGROUND,Responsive,1,399.53,419.51,83.90,503.41,411.12,41.11,61.67,267.23,41.11,6.66,2026-03-31T08:49:00,2026-03-31T08:49:00,2026-04-28T08:49:00,2026-04-11T01:49:00,Completed,Met
WO700525,SR700525,5206,KPIF,Q,PCTILE,Responsive,1,147.69,155.07,31.01,186.08,151.97,83.58,53.19,0.00,15.20,2.46,2026-03-31T08:50:00,2026-03-31T08:50:00,2026-04-28T08:50:00,2026-04-10T19:50:00,Completed,Met
WO700526,SR700526,5207,KPIF,UEL,PCTILE,Responsive,1,136.63,143.46,28.69,172.15,140.59,77.32,49.21,0.00,14.06,2.28,2026-03-31T11:05:00,2026-03-31T11:05:00,2026-04-01T11:05:00,2026-04-01T01:05:00,Completed,Met
WO700527,SR700527,5238,BRADLEY,Q,PCPLUMB,Responsive,1,198.48,208.40,41.68,250.08,204.23,20.42,30.63,132.75,20.42,3.31,2026-03-31T12:27:00,2026-03-31T12:27:00,2026-04-28T12:27:00,2026-04-20T06:27:00,Completed,Met
WO700528,SR700528,5215,PHJONESGAS,QEL,PCPLAST,Responsive,1,189.66,199.14,39.83,238.97,195.16,19.52,29.27,126.85,19.52,3.16,2026-03-31T14:26:00,2026-03-31T14:26:00,2026-04-14T14:26:00,2026-04-06T07:26:00,Completed,Met
WO700529,SR700529,5004,BRADLEY,Q,PCPLAST,Responsive,1,189.47,198.94,39.79,238.73,194.96,19.50,29.24,126.72,19.50,3.16,2026-04-01T10:13:00,2026-04-01T10:13:00,2026-04-29T10:13:00,2026-04-20T00:13:00,Completed,Met
WO700530,SR700530,5084,KPIF,Q,PCPLAST,Responsive,1,150.87,158.41,31.68,190.09,155.24,85.38,54.33,0.00,15.52,2.51,2026-04-01T09:28:00,2026-04-01T09:28:00,2026-04-29T09:28:00,2026-04-16T00:28:00,Completed,Met
WO700531,SR700531,5091,PHJONESGAS,Q,PCVINYL,Responsive,1,208.00,218.40,43.68,262.08,214.03,21.40,32.10,139.12,21.40,3.47,2026-04-01T13:43:00,2026-04-01T13:43:00,2026-04-29T13:43:00,2026-04-23T12:43:00,Completed,Met
WO700532,SR700532,5099,IHREPAIRS,QEL,PCPLAST,Responsive,1,183.73,192.92,38.58,231.50,189.06,103.98,66.17,0.00,18.91,3.06,2026-04-01T14:07:00,2026-04-01T14:07:00,2026-04-15T14:07:00,2026-04-11T01:07:00,Completed,Met
WO700533,SR700533,5099,KPIF,Q,PCPLUMB,Responsive,1,266.47,279.79,55.96,335.75,274.19,150.80,95.97,0.00,27.42,4.44,2026-04-01T12:18:00,2026-04-01T12:18:00,2026-04-29T12:18:00,2026-04-17T10:18:00,Completed,Met
WO700534,SR700534,5026,KPIF,Q,PCPLUMB,Responsive,1,240.76,252.80,50.56,303.36,247.74,136.26,86.71,0.00,24.77,4.01,2026-04-01T12:24:00,2026-04-01T12:24:00,2026-04-29T12:24:00,2026-04-11T17:24:00,Completed,Met
WO700535,SR700535,5078,IHREPAIRS,UEL,PCELEC,Responsive,1,274.49,288.21,57.64,345.85,282.45,155.35,98.86,0.00,28.24,4.57,2026-04-01T12:33:00,2026-04-01T12:33:00,2026-04-02T12:33:00,2026-04-01T21:33:00,Completed,Met
WO700536,SR700536,5001,KPIF,QEL,PCTILE,Responsive,1,140.97,148.02,29.60,177.62,145.06,79.78,50.77,0.00,14.51,2.35,2026-04-01T13:51:00,2026-04-01T13:51:00,2026-04-15T13:51:00,,Open,Open
WO700537,SR700537,5019,KPIF,Q,PCPLUMB,Responsive,1,168.53,176.96,35.39,212.35,173.42,95.38,60.70,0.00,17.34,2.81,2026-04-01T08:46:00,2026-04-01T08:46:00,2026-04-29T08:46:00,2026-04-12T19:46:00,Completed,Met
WO700538,SR700538,5012,PHJONESGAS,U1,PCPLUMB,Responsive,1,187.60,196.98,39.40,236.38,193.04,19.30,28.96,125.48,19.30,3.13,2026-04-01T09:52:00,2026-04-01T09:52:00,2026-04-03T09:52:00,2026-04-02T07:52:00,Completed,Met
WO700539,SR700539,5077,KPIF,U1,PCGROUND,Responsive,1,425.35,446.62,89.32,535.94,437.69,240.73,153.19,0.00,43.77,7.09,2026-04-01T13:26:00,2026-04-01T13:26:00,2026-04-03T13:26:00,2026-04-02T16:26:00,Completed,Met
WO700540,SR700540,5042,OPENVIEW,QEL,PCFENCE,Responsive,1,264.62,277.85,55.57,333.42,272.29,27.23,40.84,176.99,27.23,4.41,2026-04-01T12:08:00,2026-04-01T12:08:00,2026-04-15T12:08:00,2026-04-10T11:08:00,Completed,Met
WO700541,SR700541,5016,KPIF,UEL,PCBRICK,Responsive,1,245.28,257.54,51.51,309.05,252.39,138.81,88.34,0.00,25.24,4.09,2026-04-01T10:17:00,2026-04-01T10:17:00,2026-04-02T10:17:00,2026-04-01T22:17:00,Completed,Met
WO700542,SR700542,5094,IHREPAIRS,NG,PCGROUND,Responsive,1,330.45,346.97,69.39,416.36,340.03,187.02,119.01,0.00,34.00,5.51,2026-04-01T14:22:00,2026-04-01T14:22:00,2026-04-15T14:22:00,2026-04-06T01:22:00,Completed,Met
WO700543,SR700543,5055,IHREPAIRS,UEL,PCFENCE,Responsive,1,301.11,316.17,63.23,379.40,309.85,170.42,108.45,0.00,30.98,5.02,2026-04-01T13:49:00,2026-04-01T13:49:00,2026-04-02T13:49:00,2026-04-02T01:49:00,Completed,Met
WO700544,SR700544,5067,KPIF,Q,PCELEC,Responsive,1,298.54,313.47,62.69,376.16,307.20,168.96,107.52,0.00,30.72,4.98,2026-04-01T13:42:00,2026-04-01T13:42:00,2026-04-29T13:42:00,2026-04-18T20:42:00,Completed,Met
WO700545,SR700545,5016,CCSS,Q,PCPLUMB,Responsive,1,87.30,91.67,18.33,110.00,89.84,8.98,13.48,58.40,8.98,1.45,2026-04-01T10:16:00,2026-04-01T10:16:00,2026-04-29T10:16:00,2026-04-24T14:16:00,Completed,Met
WO700546,SR700546,5043,IHREPAIRS,Q,PCFENCE,Responsive,1,220.37,231.39,46.28,277.67,226.76,124.72,79.37,0.00,22.68,3.67,2026-04-01T08:35:00,2026-04-01T08:35:00,2026-04-29T08:35:00,2026-04-12T16:35:00,Completed,Met
WO700547,SR700547,5009,IHREPAIRS,UEL,PCBRICK,Responsive,1,354.01,371.71,74.34,446.05,364.28,200.35,127.50,0.00,36.43,5.90,2026-04-01T08:33:00,2026-04-01T08:33:00,2026-04-02T08:33:00,2026-04-02T01:33:00,Completed,Met
WO700548,SR700548,5073,KPIF,QEL,PCPLUMB,Responsive,1,216.85,227.69,45.54,273.23,223.14,122.73,78.10,0.00,22.31,3.61,2026-04-01T11:23:00,2026-04-01T11:23:00,2026-04-15T11:23:00,2026-04-12T16:23:00,Completed,Met
WO700549,SR700549,5005,IHREPAIRS,Q,PCPLAST,Responsive,1,175.60,184.38,36.88,221.26,180.69,99.38,63.24,0.00,18.07,2.93,2026-04-01T13:04:00,2026-04-01T13:04:00,2026-04-29T13:04:00,2026-04-23T07:04:00,Completed,Met
WO700550,SR700550,5096,KPIF,QEL,PCPLUMB,Responsive,1,289.06,303.51,60.70,364.21,297.44,163.59,104.10,0.00,29.74,4.82,2026-04-01T14:17:00,2026-04-01T14:17:00,2026-04-15T14:17:00,2026-04-08T14:17:00,Completed,Met
WO700551,SR700551,5188,BRADLEY,QEL,PCFENCE,Responsive,1,291.58,306.16,61.23,367.39,300.04,30.00,45.01,195.03,30.00,4.86,2026-04-01T11:31:00,2026-04-01T11:31:00,2026-04-15T11:31:00,2026-04-11T07:31:00,Completed,Met
WO700552,SR700552,5144,OPENVIEW,Q,PCVINYL,Responsive,1,204.28,214.49,42.90,257.39,210.20,21.02,31.53,136.63,21.02,3.40,2026-04-01T13:22:00,2026-04-01T13:22:00,2026-04-29T13:22:00,2026-04-15T12:22:00,Completed,Met
WO700553,SR700553,5197,KPIF,Q,PCBRICK,Responsive,1,344.32,361.54,72.31,433.85,354.31,194.87,124.01,0.00,35.43,5.74,2026-04-01T08:46:00,2026-04-01T08:46:00,2026-04-29T08:46:00,2026-04-17T19:46:00,Completed,Met
WO700554,SR700554,5148,KPIF,QEL,PCELEC,Responsive,1,281.61,295.69,59.14,354.83,289.78,159.38,101.42,0.00,28.98,4.69,2026-04-01T12:58:00,2026-04-01T12:58:00,2026-04-15T12:58:00,2026-04-09T11:58:00,Completed,Met
WO700555,SR700555,5200,KPIF,QEL,PCTILE,Responsive,1,100.46,105.48,21.10,126.58,103.37,56.85,36.18,0.00,10.34,1.67,2026-04-01T08:42:00,2026-04-01T08:42:00,2026-04-15T08:42:00,2026-04-11T13:42:00,Completed,Met
WO700556,SR700556,5144,IHREPAIRS,Q,PCELEC,Responsive,1,334.33,351.05,70.21,421.26,344.03,189.22,120.41,0.00,34.40,5.57,2026-04-01T11:17:00,2026-04-01T11:17:00,2026-04-29T11:17:00,2026-04-25T07:17:00,Completed,Met
WO700557,SR700557,5167,KPIF,U1,PCPLAST,Responsive,1,157.37,165.24,33.05,198.29,161.94,89.07,56.68,0.00,16.19,2.62,2026-04-01T11:48:00,2026-04-01T11:48:00,2026-04-03T11:48:00,,Open,Open
WO700558,SR700558,5106,BRADLEY,UEL,PCCARP,Responsive,1,173.87,182.56,36.51,219.07,178.91,17.89,26.84,116.29,17.89,2.90,2026-04-01T09:22:00,2026-04-01T09:22:00,2026-04-02T09:22:00,2026-04-01T16:22:00,Completed,Met
WO700559,SR700559,5174,KPIF,Q,PCBRICK,Responsive,1,363.37,381.54,76.31,457.85,373.91,205.65,130.87,0.00,37.39,6.06,2026-04-01T10:12:00,2026-04-01T10:12:00,2026-04-29T10:12:00,2026-04-19T19:12:00,Completed,Met
WO700560,SR700560,5157,KPIF,UEL,PCCARP,Responsive,1,184.33,193.55,38.71,232.26,189.68,104.32,66.39,0.00,18.97,3.07,2026-04-01T09:28:00,2026-04-01T09:28:00,2026-04-02T09:28:00,2026-04-02T06:28:00,Completed,Met
WO700561,SR700561,5127,KPIF,Q,PCGROUND,Responsive,1,363.51,381.69,76.34,458.03,374.06,205.73,130.92,0.00,37.41,6.06,2026-04-01T09:42:00,2026-04-01T09:42:00,2026-04-29T09:42:00,2026-04-27T15:42:00,Completed,Met
WO700562,SR700562,5122,BRADLEY,UEL,PCCARP,Responsive,1,185.93,195.23,39.05,234.28,191.33,19.13,28.70,124.36,19.13,3.10,2026-04-01T13:06:00,2026-04-01T13:06:00,2026-04-02T13:06:00,2026-04-02T01:06:00,Completed,Met
WO700563,SR700563,5187,KPIF,U1,PCPLUMB,Responsive,1,282.38,296.50,59.30,355.80,290.57,159.81,101.70,0.00,29.06,4.71,2026-04-01T12:08:00,2026-04-01T12:08:00,2026-04-03T12:08:00,2026-04-02T05:08:00,Completed,Met
WO700564,SR700564,5181,KPIF,Q,PCELEC,Responsive,1,192.12,201.73,40.35,242.08,197.70,108.73,69.19,0.00,19.77,3.20,2026-04-01T10:11:00,2026-04-01T10:11:00,2026-04-29T10:11:00,2026-04-16T06:11:00,Completed,Met
WO700565,SR700565,5197,KPIF,Q,PCELEC,Responsive,1,270.22,283.73,56.75,340.48,278.06,152.93,97.32,0.00,27.81,4.50,2026-04-01T14:27:00,2026-04-01T14:27:00,2026-04-29T14:27:00,2026-04-12T07:27:00,Completed,Met
WO700566,SR700566,5191,PHJONESGAS,Q,PCELEC,Responsive,1,210.33,220.85,44.17,265.02,216.43,21.64,32.46,140.68,21.64,3.51,2026-04-01T09:43:00,2026-04-01T09:43:00,2026-04-29T09:43:00,2026-04-23T03:43:00,Completed,Met
