AppointmentReference,WorksOrderReference,PropertiesSK,EmployeesSK,PatchCode,AppointmentSlot,ScheduledAppointmentStart,ScheduledAppointmentEnd,AttendanceStartDateTime,AppointmentAttendedWithinSlot,AppointmentStatus,AppointmentSequence,StandardMinuteValue
AP9000671,WO700577,5245,1013,CSP4,All Day,2026-04-01T08:00:00,2026-04-01T16:00:00,2026-04-01T08:12:00,Y,No Access,1,100
AP9000672,WO700577,5245,1013,CSP4,PM,2026-04-03T12:00:00,2026-04-03T16:00:00,2026-04-03T12:02:00,Y,Completed,2,55
AP9000673,WO700578,5248,1011,CSP4,AM,2026-04-01T08:00:00,2026-04-01T12:00:00,2026-04-01T08:18:00,Y,Completed,1,78
AP9000674,WO700579,5204,1014,CSP4,PM,2026-04-01T12:00:00,2026-04-01T16:00:00,2026-04-01T12:18:00,Y,Completed,1,64
AP9000675,WO700580,5270,1014,CSP4,PM,2026-04-01T12:00:00,2026-04-01T16:00:00,2026-04-01T11:56:00,N,Completed,1,96
AP9000676,WO700582,5293,1011,CSP4,AM,2026-04-01T08:00:00,2026-04-01T12:00:00,2026-04-01T07:57:00,N,No Access,1,74
AP9000677,WO700582,5293,1011,CSP4,All Day,2026-04-03T08:00:00,2026-04-03T16:00:00,2026-04-03T08:15:00,Y,Completed,2,81
AP9000678,WO700583,5259,1012,CSP4,All Day,2026-04-01T08:00:00,2026-04-01T16:00:00,2026-04-01T08:09:00,Y,Completed,1,51
AP9000679,WO700584,5224,1014,CSP4,PM,2026-04-01T12:00:00,2026-04-01T16:00:00,2026-04-01T12:00:00,Y,Completed,1,53
AP9000680,WO700584,5224,1014,CSP4,AM,2026-04-03T08:00:00,2026-04-03T12:00:00,2026-04-03T07:56:00,N,Completed,2,82
AP9000681,WO700585,5274,1012,CSP4,All Day,2026-04-01T08:00:00,2026-04-01T16:00:00,2026-04-01T08:15:00,Y,Completed,1,76
AP9000682,WO700586,5289,1014,CSP4,All Day,2026-04-01T08:00:00,2026-04-01T16:00:00,2026-04-01T07:53:00,N,Completed,1,88
AP9000683,WO700587,5212,1011,CSP4,AM,2026-04-01T08:00:00,2026-04-01T12:00:00,2026-04-01T07:50:00,N,Completed,1,78
AP9000684,WO700588,5240,1011,CSP4,All Day,2026-04-01T08:00:00,2026-04-01T16:00:00,2026-04-01T08:12:00,Y,Completed,1,93
AP9000685,WO700589,5294,1014,CSP4,PM,2026-04-01T12:00:00,2026-04-01T16:00:00,2026-04-01T12:01:00,Y,Completed,1,78
AP9000686,WO700590,5296,1012,CSP4,PM,2026-04-01T12:00:00,2026-04-01T16:00:00,2026-04-01T12:09:00,Y,No Access,1,73
AP9000687,WO700590,5296,1012,CSP4,All Day,2026-04-03T08:00:00,2026-04-03T16:00:00,2026-04-03T08:01:00,Y,Completed,2,75
AP9000688,WO700591,5285,1011,CSP4,AM,2026-04-01T08:00:00,2026-04-01T12:00:00,2026-04-01T07:58:00,N,Completed,1,53
AP9000689,WO700591,5285,1011,CSP4,PM,2026-04-03T12:00:00,2026-04-03T16:00:00,2026-04-03T11:56:00,N,Completed,2,130
AP9000690,WO700592,5236,1012,CSP4,All Day,2026-04-01T08:00:00,2026-04-01T16:00:00,2026-04-01T08:08:00,Y,Completed,1,95
AP9000691,WO700593,5276,1013,CSP4,PM,2026-04-01T12:00:00,2026-04-01T16:00:00,2026-04-01T11:55:00,N,Completed,1,76
AP9000692,WO700594,5268,1012,CSP4,AM,2026-04-01T08:00:00,2026-04-01T12:00:00,2026-04-01T07:54:00,N,Completed,1,92
AP9000693,WO700595,5097,1004,CSP1,AM,2026-04-02T08:00:00,2026-04-02T12:00:00,2026-04-02T08:20:00,Y,Completed,1,107
AP9000694,WO700596,5045,1001,CSP1,AM,2026-04-02T08:00:00,2026-04-02T12:00:00,2026-04-02T08:04:00,Y,Completed,1,69
AP9000695,WO700597,5061,1002,CSP1,All Day,2026-04-02T08:00:00,2026-04-02T16:00:00,2026-04-02T08:15:00,Y,Completed,1,80
AP9000696,WO700598,5002,1004,CSP1,All Day,2026-04-02T08:00:00,2026-04-02T16:00:00,2026-04-02T08:03:00,Y,Completed,1,81
AP9000697,WO700599,5013,1003,CSP1,All Day,2026-04-02T08:00:00,2026-04-02T16:00:00,2026-04-02T08:18:00,Y,Completed,1,32
AP9000698,WO700599,5013,1003,CSP1,AM,2026-04-06T08:00:00,2026-04-06T12:00:00,2026-04-06T08:16:00,Y,Completed,2,85
AP9000699,WO700600,5035,1004,CSP1,PM,2026-04-02T12:00:00,2026-04-02T16:00:00,2026-04-02T12:16:00,Y,Completed,1,45
AP9000700,WO700600,5035,1004,CSP1,All Day,2026-04-06T08:00:00,2026-04-06T16:00:00,2026-04-06T08:19:00,Y,Completed,2,92
AP9000701,WO700602,5009,1003,CSP1,AM,2026-04-02T08:00:00,2026-04-02T12:00:00,2026-04-02T08:02:00,Y,No Access,1,55
AP9000702,WO700602,5009,1003,CSP1,All Day,2026-04-06T08:00:00,2026-04-06T16:00:00,2026-04-06T08:17:00,Y,Completed,2,99
AP9000703,WO700603,5025,1002,CSP1,All Day,2026-04-02T08:00:00,2026-04-02T16:00:00,2026-04-02T08:05:00,Y,Completed,1,92
AP9000704,WO700603,5025,1002,CSP1,AM,2026-04-06T08:00:00,2026-04-06T12:00:00,2026-04-06T07:55:00,N,Completed,2,98
AP9000705,WO700604,5082,1001,CSP1,All Day,2026-04-02T08:00:00,2026-04-02T16:00:00,2026-04-02T08:15:00,Y,Completed,1,65
AP9000706,WO700605,5073,1003,CSP1,All Day,2026-04-02T08:00:00,2026-04-02T16:00:00,2026-04-02T07:58:00,N,Completed,1,52
AP9000707,WO700606,5059,1002,CSP1,AM,2026-04-02T08:00:00,2026-04-02T12:00:00,2026-04-02T08:05:00,Y,Completed,1,55
AP9000708,WO700606,5059,1002,CSP1,AM,2026-04-06T08:00:00,2026-04-06T12:00:00,2026-04-06T08:15:00,Y,Completed,2,55
AP9000709,WO700607,5010,1002,CSP1,AM,2026-04-02T08:00:00,2026-04-02T12:00:00,2026-04-02T07:52:00,N,Completed,1,87
AP9000710,WO700608,5023,1001,CSP1,AM,2026-04-02T08:00:00,2026-04-02T12:00:00,2026-04-02T08:12:00,Y,Completed,1,73
AP9000711,WO700609,5019,1004,CSP1,All Day,2026-04-02T08:00:00,2026-04-02T16:00:00,2026-04-02T08:09:00,Y,Completed,1,127
AP9000712,WO700610,5005,1001,CSP1,PM,2026-04-02T12:00:00,2026-04-02T16:00:00,2026-04-02T12:17:00,Y,Completed,1,92
AP9000713,WO700610,5005,1001,CSP1,PM,2026-04-06T12:00:00,2026-04-06T16:00:00,2026-04-06T11:59:00,N,Completed,2,59
AP9000714,WO700612,5091,1002,CSP1,PM,2026-04-02T12:00:00,2026-04-02T16:00:00,2026-04-02T11:53:00,N,Completed,1,33
AP9000715,WO700612,5091,1002,CSP1,All Day,2026-04-06T08:00:00,2026-04-06T16:00:00,2026-04-06T08:09:00,Y,Completed,2,74
AP9000716,WO700614,5083,1001,CSP1,PM,2026-04-02T12:00:00,2026-04-02T16:00:00,2026-04-02T11:53:00,N,Completed,1,98
AP9000717,WO700615,5083,1002,CSP1,PM,2026-04-02T12:00:00,2026-04-02T16:00:00,2026-04-02T12:20:00,Y,Completed,1,60
AP9000718,WO700616,5014,1004,CSP1,AM,2026-04-02T08:00:00,2026-04-02T12:00:00,2026-04-02T07:55:00,N,Completed,1,87
AP9000719,WO700617,5193,1008,CSP2,AM,2026-04-02T08:00:00,2026-04-02T12:00:00,2026-04-02T07:54:00,N,Completed,1,86
AP9000720,WO700618,5158,1008,CSP2,All Day,2026-04-02T08:00:00,2026-04-02T16:00:00,2026-04-02T08:18:00,Y,Completed,1,85
AP9000721,WO700619,5167,1007,CSP2,AM,2026-04-02T08:00:00,2026-04-02T12:00:00,2026-04-02T08:13:00,Y,Completed,1,71
AP9000722,WO700620,5105,1007,CSP2,PM,2026-04-02T12:00:00,2026-04-02T16:00:00,2026-04-02T11:59:00,N,No Access,1,36
AP9000723,WO700620,5105,1007,CSP2,PM,2026-04-06T12:00:00,2026-04-06T16:00:00,2026-04-06T12:04:00,Y,Completed,2,108
AP9000724,WO700621,5123,1009,CSP2,All Day,2026-04-02T08:00:00,2026-04-02T16:00:00,2026-04-02T08:09:00,Y,Completed,1,41
AP9000725,WO700622,5114,1008,CSP2,AM,2026-04-02T08:00:00,2026-04-02T12:00:00,2026-04-02T07:58:00,N,Completed,1,30
AP9000726,WO700623,5195,1008,CSP2,All Day,2026-04-02T08:00:00,2026-04-02T16:00:00,2026-04-02T08:11:00,Y,Completed,1,84
AP9000727,WO700624,5128,1008,CSP2,AM,2026-04-02T08:00:00,2026-04-02T12:00:00,2026-04-02T08:09:00,Y,Completed,1,77
AP9000728,WO700625,5148,1009,CSP2,PM,2026-04-02T12:00:00,2026-04-02T16:00:00,2026-04-02T11:58:00,N,No Access,1,53
AP9000729,WO700625,5148,1009,CSP2,All Day,2026-04-06T08:00:00,2026-04-06T16:00:00,2026-04-06T08:12:00,Y,Completed,2,95
AP9000730,WO700626,5179,1007,CSP2,AM,2026-04-02T08:00:00,2026-04-02T12:00:00,2026-04-02T08:20:00,Y,Completed,1,60
AP9000731,WO700627,5191,1008,CSP2,PM,2026-04-02T12:00:00,2026-04-02T16:00:00,2026-04-02T11:57:00,N,No Access,1,71
AP9000732,WO700627,5191,1008,CSP2,PM,2026-04-06T12:00:00,2026-04-06T16:00:00,2026-04-06T12:05:00,Y,Completed,2,102
AP9000733,WO700628,5167,1007,CSP2,AM,2026-04-02T08:00:00,2026-04-02T12:00:00,2026-04-02T08:19:00,Y,Completed,1,65
AP9000734,WO700629,5179,1009,CSP2,PM,2026-04-02T12:00:00,2026-04-02T16:00:00,2026-04-02T12:07:00,Y,Completed,1,86
AP9000735,WO700630,5168,1007,CSP2,AM,2026-04-02T08:00:00,2026-04-02T12:00:00,2026-04-02T08:10:00,Y,Completed,1,47
AP9000736,WO700631,5127,1008,CSP2,AM,2026-04-02T08:00:00,2026-04-02T12:00:00,2026-04-02T07:52:00,N,Completed,1,104
AP9000737,WO700632,5123,1009,CSP2,AM,2026-04-02T08:00:00,2026-04-02T12:00:00,2026-04-02T07:51:00,N,Completed,1,87
AP9000738,WO700633,5179,1009,CSP2,AM,2026-04-02T08:00:00,2026-04-02T12:00:00,2026-04-02T08:03:00,Y,Completed,1,92
AP9000739,WO700634,5115,1007,CSP2,All Day,2026-04-02T08:00:00,2026-04-02T16:00:00,2026-04-02T08:03:00,Y,Completed,1,91
AP9000740,WO700635,5142,1007,CSP2,AM,2026-04-02T08:00:00,2026-04-02T12:00:00,2026-04-02T08:03:00,Y,Completed,1,105
AP9000741,WO700636,5129,1008,CSP2,All Day,2026-04-02T08:00:00,2026-04-02T16:00:00,2026-04-02T07:58:00,N,Completed,1,70
AP9000742,WO700637,5150,1008,CSP2,AM,2026-04-02T08:00:00,2026-04-02T12:00:00,2026-04-02T07:56:00,N,Completed,1,70
AP9000743,WO700638,5105,1006,CSP2,AM,2026-04-02T08:00:00,2026-04-02T12:00:00,2026-04-02T08:10:00,Y,Completed,1,27
AP9000744,WO700639,5238,1012,CSP4,All Day,2026-04-02T08:00:00,2026-04-02T16:00:00,2026-04-02T08:17:00,Y,Completed,1,63
AP9000745,WO700640,5230,1011,CSP4,AM,2026-04-02T08:00:00,2026-04-02T12:00:00,2026-04-02T08:17:00,Y,Completed,1,110
AP9000746,WO700641,5294,1011,CSP4,PM,2026-04-02T12:00:00,2026-04-02T16:00:00,2026-04-02T12:13:00,Y,Completed,1,124
AP9000747,WO700642,5220,1011,CSP4,All Day,2026-04-02T08:00:00,2026-04-02T16:00:00,2026-04-02T08:01:00,Y,Completed,1,25
AP9000748,WO700643,5251,1014,CSP4,PM,2026-04-02T12:00:00,2026-04-02T16:00:00,2026-04-02T11:59:00,N,Completed,1,62
AP9000749,WO700645,5286,1011,CSP4,All Day,2026-04-02T08:00:00,2026-04-02T16:00:00,2026-04-02T07:53:00,N,Completed,1,60
AP9000750,WO700645,5286,1011,CSP4,AM,2026-04-06T08:00:00,2026-04-06T12:00:00,2026-04-06T08:02:00,Y,Completed,2,103
AP9000751,WO700647,5281,1013,CSP4,AM,2026-04-02T08:00:00,2026-04-02T12:00:00,2026-04-02T08:16:00,Y,Completed,1,75
AP9000752,WO700648,5279,1012,CSP4,All Day,2026-04-02T08:00:00,2026-04-02T16:00:00,2026-04-02T08:19:00,Y,No Access,1,74
AP9000753,WO700648,5279,1012,CSP4,All Day,2026-04-06T08:00:00,2026-04-06T16:00:00,2026-04-06T08:19:00,Y,Completed,2,99
AP9000754,WO700649,5208,1012,CSP4,PM,2026-04-02T12:00:00,2026-04-02T16:00:00,2026-04-02T12:06:00,Y,Completed,1,63
AP9000755,WO700650,5247,1014,CSP4,All Day,2026-04-02T08:00:00,2026-04-02T16:00:00,2026-04-02T08:02:00,Y,Completed,1,64
AP9000756,WO700651,5243,1011,CSP4,All Day,2026-04-02T08:00:00,2026-04-02T16:00:00,2026-04-02T08:03:00,Y,Completed,1,124
AP9000757,WO700653,5245,1012,CSP4,PM,2026-04-02T12:00:00,2026-04-02T16:00:00,2026-04-02T12:11:00,Y,Completed,1,89
AP9000758,WO700655,5259,1014,CSP4,AM,2026-04-02T08:00:00,2026-04-02T12:00:00,2026-04-02T07:55:00,N,Completed,1,106
AP9000759,WO700656,5215,1012,CSP4,AM,2026-04-02T08:00:00,2026-04-02T12:00:00,2026-04-02T07:59:00,N,Completed,1,72
AP9000760,WO700657,5288,1013,CSP4,All Day,2026-04-02T08:00:00,2026-04-02T16:00:00,2026-04-02T07:56:00,N,Completed,1,67
AP9000761,WO700658,5209,1011,CSP4,PM,2026-04-02T12:00:00,2026-04-02T16:00:00,2026-04-02T12:13:00,Y,No Access,1,45
AP9000762,WO700658,5209,1011,CSP4,All Day,2026-04-06T08:00:00,2026-04-06T16:00:00,2026-04-06T08:14:00,Y,Completed,2,77
AP9000763,WO700659,5283,1011,CSP4,AM,2026-04-02T08:00:00,2026-04-02T12:00:00,2026-04-02T08:05:00,Y,No Access,1,92
AP9000764,WO700659,5283,1011,CSP4,PM,2026-04-06T12:00:00,2026-04-06T16:00:00,2026-04-06T12:08:00,Y,Completed,2,54
AP9000765,WO700660,5217,1013,CSP4,All Day,2026-04-02T08:00:00,2026-04-02T16:00:00,2026-04-02T08:12:00,Y,Completed,1,39
AP9000766,WO700661,5019,1002,CSP1,AM,2026-04-03T08:00:00,2026-04-03T12:00:00,2026-04-03T08:13:00,Y,Completed,1,68
AP9000767,WO700662,5023,1001,CSP1,AM,2026-04-03T08:00:00,2026-04-03T12:00:00,2026-04-03T08:18:00,Y,Completed,1,51
AP9000768,WO700663,5027,1002,CSP1,All Day,2026-04-03T08:00:00,2026-04-03T16:00:00,2026-04-03T07:50:00,N,Completed,1,85
AP9000769,WO700664,5069,1003,CSP1,AM,2026-04-03T08:00:00,2026-04-03T12:00:00,2026-04-03T08:13:00,Y,Completed,1,86
AP9000770,WO700665,5020,1002,CSP1,AM,2026-04-03T08:00:00,2026-04-03T12:00:00,2026-04-03T07:50:00,N,Completed,1,94
AP9000771,WO700666,5038,1001,CSP1,PM,2026-04-03T12:00:00,2026-04-03T16:00:00,2026-04-03T12:15:00,Y,Completed,1,83
AP9000772,WO700667,5006,1002,CSP1,All Day,2026-04-03T08:00:00,2026-04-03T16:00:00,2026-04-03T08:12:00,Y,Completed,1,91
AP9000773,WO700668,5012,1003,CSP1,All Day,2026-04-03T08:00:00,2026-04-03T16:00:00,2026-04-03T08:12:00,Y,Completed,1,88
AP9000774,WO700669,5026,1002,CSP1,All Day,2026-04-03T08:00:00,2026-04-03T16:00:00,2026-04-03T08:14:00,Y,No Access,1,97
AP9000775,WO700669,5026,1002,CSP1,All Day,2026-04-06T08:00:00,2026-04-06T16:00:00,2026-04-06T08:14:00,Y,Completed,2,68
AP9000776,WO700670,5025,1004,CSP1,AM,2026-04-03T08:00:00,2026-04-03T12:00:00,2026-04-03T08:16:00,Y,Completed,1,69
AP9000777,WO700671,5055,1004,CSP1,AM,2026-04-03T08:00:00,2026-04-03T12:00:00,2026-04-03T08:17:00,Y,Completed,1,81
AP9000778,WO700672,5012,1002,CSP1,All Day,2026-04-03T08:00:00,2026-04-03T16:00:00,2026-04-03T08:09:00,Y,Completed,1,122
AP9000779,WO700672,5012,1002,CSP1,All Day,2026-04-06T08:00:00,2026-04-06T16:00:00,2026-04-06T08:15:00,Y,Completed,2,87
AP9000780,WO700673,5055,1004,CSP1,All Day,2026-04-03T08:00:00,2026-04-03T16:00:00,2026-04-03T07:52:00,N,No Access,1,63
AP9000781,WO700673,5055,1004,CSP1,All Day,2026-04-06T08:00:00,2026-04-06T16:00:00,2026-04-06T08:00:00,Y,Completed,2,40
AP9000782,WO700674,5068,1004,CSP1,AM,2026-04-03T08:00:00,2026-04-03T12:00:00,2026-04-03T08:02:00,Y,Completed,1,36
AP9000783,WO700674,5068,1004,CSP1,AM,2026-04-06T08:00:00,2026-04-06T12:00:00,2026-04-06T07:57:00,N,Completed,2,55
AP9000784,WO700675,5054,1001,CSP1,AM,2026-04-03T08:00:00,2026-04-03T12:00:00,2026-04-03T07:56:00,N,Completed,1,83
AP9000785,WO700676,5063,1002,CSP1,AM,2026-04-03T08:00:00,2026-04-03T12:00:00,2026-04-03T08:18:00,Y,Completed,1,80
AP9000786,WO700677,5004,1002,CSP1,PM,2026-04-03T12:00:00,2026-04-03T16:00:00,2026-04-03T12:18:00,Y,Completed,1,108
AP9000787,WO700678,5037,1001,CSP1,All Day,2026-04-03T08:00:00,2026-04-03T16:00:00,2026-04-03T08:05:00,Y,Completed,1,48
AP9000788,WO700679,5009,1001,CSP1,PM,2026-04-03T12:00:00,2026-04-03T16:00:00,2026-04-03T12:20:00,Y,Completed,1,127
AP9000789,WO700680,5016,1004,CSP1,PM,2026-04-03T12:00:00,2026-04-03T16:00:00,2026-04-03T11:53:00,N,Completed,1,115
AP9000790,WO700680,5016,1004,CSP1,All Day,2026-04-06T08:00:00,2026-04-06T16:00:00,2026-04-06T08:01:00,Y,Completed,2,86
AP9000791,WO700681,5089,1002,CSP1,AM,2026-04-03T08:00:00,2026-04-03T12:00:00,2026-04-03T08:10:00,Y,No Access,1,100
AP9000792,WO700681,5089,1002,CSP1,AM,2026-04-06T08:00:00,2026-04-06T12:00:00,2026-04-06T08:17:00,Y,Completed,2,56
AP9000793,WO700682,5038,1003,CSP1,AM,2026-04-03T08:00:00,2026-04-03T12:00:00,2026-04-03T08:14:00,Y,Completed,1,86
AP9000794,WO700683,5177,1009,CSP2,AM,2026-04-03T08:00:00,2026-04-03T12:00:00,2026-04-03T08:04:00,Y,Completed,1,80
AP9000795,WO700684,5147,1006,CSP2,PM,2026-04-03T12:00:00,2026-04-03T16:00:00,2026-04-03T12:08:00,Y,Completed,1,47
AP9000796,WO700684,5147,1006,CSP2,AM,2026-04-06T08:00:00,2026-04-06T12:00:00,2026-04-06T08:07:00,Y,Completed,2,60
AP9000797,WO700685,5163,1008,CSP2,All Day,2026-04-03T08:00:00,2026-04-03T16:00:00,2026-04-03T08:05:00,Y,Completed,1,91
AP9000798,WO700686,5172,1007,CSP2,All Day,2026-04-03T08:00:00,2026-04-03T16:00:00,2026-04-03T08:02:00,Y,Completed,1,108
AP9000799,WO700686,5172,1007,CSP2,PM,2026-04-06T12:00:00,2026-04-06T16:00:00,2026-04-06T12:12:00,Y,Completed,2,99
AP9000800,WO700687,5110,1007,CSP2,All Day,2026-04-03T08:00:00,2026-04-03T16:00:00,2026-04-03T08:17:00,Y,Completed,1,67
AP9000801,WO700688,5157,1006,CSP2,AM,2026-04-03T08:00:00,2026-04-03T12:00:00,2026-04-03T08:00:00,Y,Completed,1,54
AP9000802,WO700689,5189,1007,CSP2,PM,2026-04-03T12:00:00,2026-04-03T16:00:00,2026-04-03T12:00:00,Y,Completed,1,81
AP9000803,WO700690,5115,1008,CSP2,All Day,2026-04-03T08:00:00,2026-04-03T16:00:00,2026-04-03T08:03:00,Y,Completed,1,72
AP9000804,WO700691,5166,1008,CSP2,AM,2026-04-03T08:00:00,2026-04-03T12:00:00,2026-04-03T08:08:00,Y,Completed,1,72
AP9000805,WO700692,5116,1006,CSP2,PM,2026-04-03T12:00:00,2026-04-03T16:00:00,2026-04-03T11:58:00,N,No Access,1,65
AP9000806,WO700692,5116,1006,CSP2,All Day,2026-04-06T08:00:00,2026-04-06T16:00:00,2026-04-06T08:03:00,Y,Completed,2,65
AP9000807,WO700693,5136,1008,CSP2,AM,2026-04-03T08:00:00,2026-04-03T12:00:00,2026-04-03T08:14:00,Y,Completed,1,42
AP9000808,WO700695,5193,1006,CSP2,All Day,2026-04-03T08:00:00,2026-04-03T16:00:00,2026-04-03T08:15:00,Y,Completed,1,88
AP9000809,WO700696,5114,1008,CSP2,All Day,2026-04-03T08:00:00,2026-04-03T16:00:00,2026-04-03T08:11:00,Y,Completed,1,43
AP9000810,WO700697,5141,1008,CSP2,PM,2026-04-03T12:00:00,2026-04-03T16:00:00,2026-04-03T11:58:00,N,Completed,1,75
AP9000811,WO700698,5106,1007,CSP2,All Day,2026-04-03T08:00:00,2026-04-03T16:00:00,2026-04-03T08:15:00,Y,Completed,1,53
AP9000812,WO700699,5157,1007,CSP2,PM,2026-04-03T12:00:00,2026-04-03T16:00:00,2026-04-03T12:16:00,Y,Completed,1,74
AP9000813,WO700700,5161,1008,CSP2,AM,2026-04-03T08:00:00,2026-04-03T12:00:00,2026-04-03T08:02:00,Y,Completed,1,71
AP9000814,WO700701,5187,1009,CSP2,PM,2026-04-03T12:00:00,2026-04-03T16:00:00,2026-04-03T12:14:00,Y,Completed,1,44
AP9000815,WO700702,5122,1006,CSP2,PM,2026-04-03T12:00:00,2026-04-03T16:00:00,2026-04-03T11:59:00,N,Completed,1,57
AP9000816,WO700703,5155,1009,CSP2,AM,2026-04-03T08:00:00,2026-04-03T12:00:00,2026-04-03T08:00:00,Y,Completed,1,115
AP9000817,WO700704,5152,1006,CSP2,AM,2026-04-03T08:00:00,2026-04-03T12:00:00,2026-04-03T07:55:00,N,Completed,1,92
AP9000818,WO700704,5152,1006,CSP2,PM,2026-04-06T12:00:00,2026-04-06T16:00:00,2026-04-06T12:02:00,Y,Completed,2,96
AP9000819,WO700705,5259,1011,CSP4,AM,2026-04-03T08:00:00,2026-04-03T12:00:00,2026-04-03T08:16:00,Y,Completed,1,55
AP9000820,WO700706,5207,1013,CSP4,All Day,2026-04-03T08:00:00,2026-04-03T16:00:00,2026-04-03T07:53:00,N,No Access,1,69
AP9000821,WO700706,5207,1013,CSP4,AM,2026-04-06T08:00:00,2026-04-06T12:00:00,2026-04-06T07:50:00,N,Completed,2,45
AP9000822,WO700707,5280,1011,CSP4,PM,2026-04-03T12:00:00,2026-04-03T16:00:00,2026-04-03T12:05:00,Y,Completed,1,64
AP9000823,WO700709,5298,1012,CSP4,All Day,2026-04-03T08:00:00,2026-04-03T16:00:00,2026-04-03T08:09:00,Y,Completed,1,73
AP9000824,WO700710,5259,1011,CSP4,All Day,2026-04-03T08:00:00,2026-04-03T16:00:00,2026-04-03T08:01:00,Y,No Access,1,55
AP9000825,WO700710,5259,1011,CSP4,PM,2026-04-06T12:00:00,2026-04-06T16:00:00,2026-04-06T12:17:00,Y,Completed,2,76
AP9000826,WO700711,5240,1013,CSP4,AM,2026-04-03T08:00:00,2026-04-03T12:00:00,2026-04-03T07:51:00,N,Completed,1,89
AP9000827,WO700711,5240,1013,CSP4,AM,2026-04-06T08:00:00,2026-04-06T12:00:00,2026-04-06T07:51:00,N,Completed,2,57
AP9000828,WO700712,5261,1014,CSP4,AM,2026-04-03T08:00:00,2026-04-03T12:00:00,2026-04-03T08:08:00,Y,Completed,1,38
AP9000829,WO700713,5279,1013,CSP4,All Day,2026-04-03T08:00:00,2026-04-03T16:00:00,2026-04-03T07:56:00,N,Completed,1,126
AP9000830,WO700713,5279,1013,CSP4,PM,2026-04-06T12:00:00,2026-04-06T16:00:00,2026-04-06T11:59:00,N,Completed,2,42
AP9000831,WO700714,5245,1013,CSP4,All Day,2026-04-03T08:00:00,2026-04-03T16:00:00,2026-04-03T07:56:00,N,Completed,1,106
AP9000832,WO700715,5245,1013,CSP4,PM,2026-04-03T12:00:00,2026-04-03T16:00:00,2026-04-03T12:04:00,Y,Completed,1,20
AP9000833,WO700716,5240,1014,CSP4,All Day,2026-04-03T08:00:00,2026-04-03T16:00:00,2026-04-03T08:19:00,Y,Completed,1,87
AP9000834,WO700717,5266,1014,CSP4,All Day,2026-04-03T08:00:00,2026-04-03T16:00:00,2026-04-03T08:15:00,Y,Completed,1,76
AP9000835,WO700718,5242,1011,CSP4,All Day,2026-04-03T08:00:00,2026-04-03T16:00:00,2026-04-03T08:14:00,Y,Completed,1,81
AP9000836,WO700719,5286,1011,CSP4,AM,2026-04-03T08:00:00,2026-04-03T12:00:00,2026-04-03T07:58:00,N,Completed,1,98
AP9000837,WO700720,5210,1013,CSP4,PM,2026-04-03T12:00:00,2026-04-03T16:00:00,2026-04-03T11:54:00,N,Completed,1,68
AP9000838,WO700720,5210,1013,CSP4,PM,2026-04-06T12:00:00,2026-04-06T16:00:00,2026-04-06T11:58:00,N,Completed,2,70
AP9000839,WO700721,5296,1014,CSP4,All Day,2026-04-03T08:00:00,2026-04-03T16:00:00,2026-04-03T08:18:00,Y,Completed,1,116
AP9000840,WO700722,5261,1013,CSP4,AM,2026-04-03T08:00:00,2026-04-03T12:00:00,2026-04-03T08:02:00,Y,Completed,1,55
AP9000841,WO700723,5285,1012,CSP4,AM,2026-04-03T08:00:00,2026-04-03T12:00:00,2026-04-03T08:00:00,Y,Completed,1,104
AP9000842,WO700724,5224,1014,CSP4,AM,2026-04-03T08:00:00,2026-04-03T12:00:00,2026-04-03T08:00:00,Y,Completed,1,56
AP9000843,WO700725,5296,1012,CSP4,AM,2026-04-03T08:00:00,2026-04-03T12:00:00,2026-04-03T08:20:00,Y,Completed,1,77
AP9000844,WO700725,5296,1012,CSP4,AM,2026-04-06T08:00:00,2026-04-06T12:00:00,2026-04-06T07:56:00,N,Completed,2,77
AP9000845,WO700726,5294,1013,CSP4,PM,2026-04-03T12:00:00,2026-04-03T16:00:00,2026-04-03T12:15:00,Y,Completed,1,73
AP9000846,WO700726,5294,1013,CSP4,PM,2026-04-06T12:00:00,2026-04-06T16:00:00,2026-04-06T11:59:00,N,Completed,2,96
AP9000847,WO700727,5056,1003,CSP1,PM,2026-04-06T12:00:00,2026-04-06T16:00:00,2026-04-06T12:09:00,Y,Completed,1,79
AP9000848,WO700729,5040,1002,CSP1,All Day,2026-04-06T08:00:00,2026-04-06T16:00:00,2026-04-06T07:57:00,N,Completed,1,101
AP9000849,WO700732,5053,1004,CSP1,AM,2026-04-06T08:00:00,2026-04-06T12:00:00,2026-04-06T07:54:00,N,Completed,1,65
AP9000850,WO700733,5015,1002,CSP1,All Day,2026-04-06T08:00:00,2026-04-06T16:00:00,2026-04-06T08:16:00,Y,Completed,1,114
AP9000851,WO700734,5012,1001,CSP1,AM,2026-04-06T08:00:00,2026-04-06T12:00:00,2026-04-06T08:13:00,Y,No Access,1,75
AP9000852,WO700734,5012,1001,CSP1,AM,2026-04-08T08:00:00,2026-04-08T12:00:00,2026-04-08T08:20:00,Y,Completed,2,88
AP9000853,WO700735,5096,1001,CSP1,All Day,2026-04-06T08:00:00,2026-04-06T16:00:00,2026-04-06T08:14:00,Y,Completed,1,20
AP9000854,WO700736,5033,1004,CSP1,PM,2026-04-06T12:00:00,2026-04-06T16:00:00,2026-04-06T11:55:00,N,Completed,1,84
